date,year,month,city,mean_radiance,total_radiance,std_radiance,max_radiance,pixel_count
2015-11-01,2015,11,Abidjan,3.471454276321216,39047.40778772354,7.89080037357379,87.01904296875,11473
2015-12-01,2015,12,Abidjan,3.0913469920588827,34771.90739213598,7.077812088315316,80.16317749023438,11473
2016-01-01,2016,1,Abidjan,3.140213433343268,35321.56402249446,7.588163310855889,114.66667175292969,11473
2016-02-01,2016,2,Abidjan,3.1152118511053404,35040.34269584711,6.995586211517224,104.7831039428711,11473
2016-03-01,2016,3,Abidjan,3.5733969698537824,40194.07359648752,8.81991005417332,170.682373046875,11473
2016-04-01,2016,4,Abidjan,3.8081388987502724,42834.483952752256,9.034954565582554,209.8199005126953,11473
2016-05-01,2016,5,Abidjan,4.081225852836519,45906.2045657667,9.932886712282397,172.09002685546875,11473
2016-06-01,2016,6,Abidjan,3.556260423898368,40001.319308303944,8.419306371240237,92.3910140991211,11473
2016-07-01,2016,7,Abidjan,3.5477053831975605,39905.091002730805,8.467646296887173,91.5577621459961,11473
2016-08-01,2016,8,Abidjan,3.2125234151220496,36134.91690601021,7.01212072719166,81.4997787475586,11473
2016-09-01,2016,9,Abidjan,2.9026568826046786,32649.494402391407,6.622508319825039,98.8172836303711,11473
2016-10-01,2016,10,Abidjan,3.673243459520271,41317.161008231196,8.609011764858295,133.07278442382812,11473
2016-11-01,2016,11,Abidjan,3.692134805937847,41529.6535397497,11.60680772561549,603.4137573242188,11473
2016-12-01,2016,12,Abidjan,3.3602445943031,37796.505584193364,7.851494243699215,156.58482360839844,11473
2017-01-01,2017,1,Abidjan,3.451536203590555,38823.366493685855,7.684995069848413,103.7780532836914,11473
2017-02-01,2017,2,Abidjan,3.675097016995623,41338.010084392656,7.5027516499042015,72.71883392333984,11473
2017-03-01,2017,3,Abidjan,3.580521156780275,40274.20745680427,7.953792266577054,84.84680938720703,11473
2017-04-01,2017,4,Abidjan,4.461907525635544,50188.16576470511,9.032628524032274,98.29486083984375,11473
2017-05-01,2017,5,Abidjan,4.106396630534097,46189.32902683061,9.059212283675615,110.38666534423828,11473
2017-06-01,2017,6,Abidjan,4.029426896441844,45323.56259144555,8.143659055428017,95.10678100585938,11473
2017-07-01,2017,7,Abidjan,3.6429330278041143,40976.22499316809,7.51392489645538,76.72360229492188,11473
2017-08-01,2017,8,Abidjan,3.6067202785181367,40568.89887681128,7.405607142680212,80.23938751220703,11473
2017-09-01,2017,9,Abidjan,3.3720010558436906,37928.74392333768,6.87217534095821,65.63313293457031,11473
2017-10-01,2017,10,Abidjan,4.270997265932762,48040.780211531564,8.443419672614779,159.94000244140625,11473
2017-11-01,2017,11,Abidjan,4.299350704160728,48359.70368755806,9.419074022311772,275.2799987792969,11473
2017-12-01,2017,12,Abidjan,3.8116005022000894,42873.420557052756,8.065778991496941,161.0500030517578,11473
2018-01-01,2018,1,Abidjan,3.803466248021363,42781.92531768514,7.909535109742282,80.79000091552734,11473
2018-02-01,2018,2,Abidjan,3.991807708828802,44900.41665822992,8.655269709460008,138.8800048828125,11473
2018-03-01,2018,3,Abidjan,4.72967726594524,53200.07760649543,10.098391623846549,193.17999267578125,11473
2018-04-01,2018,4,Abidjan,4.946587069896011,55639.909703894264,10.364302517282256,148.25999450683594,11473
2018-05-01,2018,5,Abidjan,4.482857601026777,50423.8151703634,9.269774432399336,77.0,11473
2018-06-01,2018,6,Abidjan,4.18517288366357,47075.415443384314,8.589903233846789,86.41000366210938,11473
2018-07-01,2018,7,Abidjan,3.399795037866561,38241.37455698721,6.780351487113143,138.8800048828125,11473
2018-08-01,2018,8,Abidjan,4.508217514408184,50709.067056300526,9.245800685113295,113.5,11473
2018-09-01,2018,9,Abidjan,3.5829115249175563,40301.09465507615,7.407935794766775,59.56999969482422,11473
2018-10-01,2018,10,Abidjan,4.23851940117408,47675.46460361558,8.759071154809737,224.77000427246094,11473
2018-11-01,2018,11,Abidjan,4.419955761205948,49716.286395798976,8.863816521830893,81.5,11473
2018-12-01,2018,12,Abidjan,4.056465172925902,45627.69294250668,8.353672613084893,74.44000244140625,11473
2019-01-01,2019,1,Abidjan,3.7112331801058285,41744.474748632216,7.557902526968539,73.41999816894531,11473
2019-02-01,2019,2,Abidjan,4.183528815183471,47056.92272901636,8.013704268169349,82.13999938964844,11473
2019-03-01,2019,3,Abidjan,4.5841197553803985,51562.82617836649,8.904810775034221,121.9800033569336,11473
2019-04-01,2019,4,Abidjan,4.7493367077726365,53421.2097836206,10.037250833308738,107.44999694824219,11473
2019-05-01,2019,5,Abidjan,4.691216458348287,52767.46501288383,10.030496159555083,157.75,11473
2019-06-01,2019,6,Abidjan,4.185802011155448,47082.491958230945,8.446007050941226,84.75,11473
2019-07-01,2019,7,Abidjan,4.083329724996904,45929.86921684396,8.861660294171942,203.61000061035156,11473
2019-08-01,2019,8,Abidjan,3.3672043152301265,37874.7895077294,6.381515167302908,70.5,11473
2019-09-01,2019,9,Abidjan,4.126729986657812,46418.04148710161,8.551369685118459,94.12999725341797,11473
2019-10-01,2019,10,Abidjan,4.593407556546249,51667.296677098966,9.303531036044726,132.4499969482422,11473
2019-11-01,2019,11,Abidjan,4.65757689865135,52389.08249629838,9.796840434941668,117.95999908447266,11473
2019-12-01,2019,12,Abidjan,4.438520233785463,49925.10220424007,9.039679490537536,103.5999984741211,11473
2020-01-01,2020,1,Abidjan,4.163960747689447,46836.81834329288,8.71427383142626,137.83999633789062,11473
2020-02-01,2020,2,Abidjan,4.563844499949744,51334.76724289349,8.94098811839523,146.55999755859375,11473
2020-03-01,2020,3,Abidjan,4.910383737928707,55232.6895148674,9.619300128214906,94.29000091552734,11473
2020-04-01,2020,4,Abidjan,5.337672793510213,60038.89713520896,10.641163449438025,176.11000061035156,11473
2020-05-01,2020,5,Abidjan,5.232658493730091,58857.68146573395,10.472414401466951,86.52999877929688,11473
2020-06-01,2020,6,Abidjan,4.243266711814018,47728.863023902166,7.862569355688636,84.61000061035156,11473
2020-07-01,2020,7,Abidjan,5.076625984956793,57102.60577893301,10.087409208667282,98.02999877929688,11473
2020-08-01,2020,8,Abidjan,5.069188185329394,57018.94435868172,9.659604054599932,109.38999938964844,11473
2020-09-01,2020,9,Abidjan,4.745966862361794,53383.30528669656,9.116590764509654,97.13999938964844,11473
2020-10-01,2020,10,Abidjan,4.731147989544196,53216.620513168054,8.744804480549806,103.68000030517578,11473
2020-11-01,2020,11,Abidjan,4.7372708729588355,53285.491570223,9.023462190705049,108.4000015258789,11473
2020-12-01,2020,12,Abidjan,5.132740619380031,57733.791108991616,9.709736713285885,96.63999938964844,11473
2021-01-01,2021,1,Abidjan,4.817092087692417,54183.331862423685,9.264455754394174,86.80000305175781,11473
2021-02-01,2021,2,Abidjan,4.900610179908781,55122.75515446284,9.532967938469309,113.22000122070312,11473
2021-03-01,2021,3,Abidjan,2.0986012789711,23605.363458988646,6.280019982835742,64.16999816894531,11473
2021-04-01,2021,4,Abidjan,5.442489832944688,61217.89399246761,11.01101020610153,180.0800018310547,11473
2021-05-01,2021,5,Abidjan,5.986451148709111,67336.44766672455,13.595914540543117,518.1500244140625,11473
2021-06-01,2021,6,Abidjan,5.5955463939062,62939.49579814778,11.112791435656014,196.1199951171875,11473
2021-07-01,2021,7,Abidjan,4.904631645422319,55167.989166295425,9.532924032516007,158.2100067138672,11473
2021-08-01,2021,8,Abidjan,5.366403846095941,60362.06807084183,10.43944581101015,315.7099914550781,11473
2021-09-01,2021,9,Abidjan,4.189029992687529,47118.80075021884,7.8557218072673525,227.9499969482422,11473
2021-10-01,2021,10,Abidjan,5.555645798893504,62490.6882724198,10.725619891275516,107.83999633789062,11473
2021-11-01,2021,11,Abidjan,5.98255141523799,67292.58291409076,11.578990264665086,118.80000305175781,11473
2021-12-01,2021,12,Abidjan,5.428860146776586,61064.58535825781,10.205936446791462,110.41000366210938,11473
2022-01-01,2022,1,Abidjan,5.059251891669548,56907.179524824896,8.926809632835587,74.55000305175781,11473
2022-02-01,2022,2,Abidjan,5.6064911354008045,63062.60379561906,10.026640469145486,107.27999877929688,11473
2022-03-01,2022,3,Abidjan,5.729591889398795,64447.25845551844,10.505372256757944,100.8499984741211,11473
2022-04-01,2022,4,Abidjan,6.348975370985731,71414.17129878217,12.210068740184774,127.06999969482422,11473
2022-05-01,2022,5,Abidjan,6.269678807576709,70522.23235874853,12.8599123972592,357.239990234375,11473
2022-06-01,2022,6,Abidjan,6.03775920732021,67913.56795347281,12.138353074617955,272.1700134277344,11473
2022-07-01,2022,7,Abidjan,0.9198191371812768,10346.255511834359,3.3415642251517923,58.209999084472656,11473
2022-08-01,2022,8,Abidjan,5.982714202129197,67294.41396402473,14.127161607042805,592.9099731445312,11473
2022-09-01,2022,9,Abidjan,4.356968885463032,49007.801125177844,8.579543338680264,243.77000427246094,11473
2022-10-01,2022,10,Abidjan,6.519266663620828,73329.6317994654,14.945680328692509,584.9299926757812,11473
2022-11-01,2022,11,Abidjan,6.723592137237507,75627.91357265502,17.276600944758023,700.75,11473
2022-12-01,2022,12,Abidjan,6.282511195926483,70666.57287453809,11.669938396399548,174.16000366210938,11473
2023-01-01,2023,1,Abidjan,6.269395830801807,70519.04939603477,12.027125135891586,171.94000244140625,11473
2023-02-01,2023,2,Abidjan,5.368561626547484,60386.339089988614,8.658402247802961,106.69000244140625,11473
2023-03-01,2023,3,Abidjan,7.371718613353707,82918.13167621841,13.898787685092737,197.07000732421875,11473
2023-04-01,2023,4,Abidjan,7.356576426977114,82747.81022613407,15.995361998255927,484.8299865722656,11473
2023-05-01,2023,5,Abidjan,2.2262928684715457,25041.65648473759,5.516243114782267,66.91000366210938,11473
2023-06-01,2023,6,Abidjan,7.555408222809599,84984.29833602904,15.431116641967538,324.4800109863281,11473
2023-07-01,2023,7,Abidjan,5.819926713387497,65463.35730889498,16.30048236134152,937.5999755859375,11473
2023-08-01,2023,8,Abidjan,5.792253530577326,65152.08544184389,10.101158192025142,187.36000061035156,11473
2023-09-01,2023,9,Abidjan,5.161693290980342,58059.454846587905,8.826981008073908,154.08999633789062,11473
2023-10-01,2023,10,Abidjan,6.595169791048374,74183.40089250606,12.584985500887417,313.2099914550781,11473
2023-11-01,2023,11,Abidjan,7.089248150736198,79740.86403451372,13.26742304893962,204.00999450683594,11473
2023-12-01,2023,12,Abidjan,6.666680479170967,74987.76320813556,14.485902105918415,535.1799926757812,11473
2014-01-01,2014,1,Johannesburg,16.969442833475334,288282.2851486846,26.63514184500133,2140.854736328125,17264
2014-02-01,2014,2,Johannesburg,14.398572943034862,244607.53082062257,17.162387391628403,777.517333984375,17264
2014-03-01,2014,3,Johannesburg,13.911574723766822,236334.2503781451,13.508509887845872,381.1681213378906,17264
2014-04-01,2014,4,Johannesburg,16.913887294100444,287338.48999873025,17.549544208377235,210.0794677734375,17264
2014-05-01,2014,5,Johannesburg,16.807415188961347,285529.70805607626,17.62187566277981,245.6663360595703,17264
2014-06-01,2014,6,Johannesburg,17.247045648164296,292998.28994433826,21.88931734696168,981.467529296875,17264
2014-07-01,2014,7,Johannesburg,17.247044218744737,292998.26566090476,17.969631904725865,340.1265563964844,17264
2014-08-01,2014,8,Johannesburg,18.11335479989158,307715.42499443545,18.432748932551746,197.05992126464844,17264
2014-09-01,2014,9,Johannesburg,16.184856194648162,274953.4781066504,15.650695611935127,179.68930053710938,17264
2014-10-01,2014,10,Johannesburg,18.076507563715577,307089.4524418613,17.68731671569748,198.93417358398438,17264
2014-11-01,2014,11,Johannesburg,15.603813871079701,265082.54654748423,16.283445418171,249.23797607421875,17264
2014-12-01,2014,12,Johannesburg,16.62961421603745,282509.16865008895,16.62586640707737,181.50413513183594,17264
2015-01-01,2015,1,Johannesburg,15.09390658423831,256420.07958807275,14.946602719462922,190.50570678710938,17264
2015-02-01,2015,2,Johannesburg,14.12065399684254,239886.15548257154,14.635931124589153,187.36956787109375,17264
2015-03-01,2015,3,Johannesburg,15.561279551445274,264359.9600146331,15.788766516226127,167.60507202148438,17264
2015-04-01,2015,4,Johannesburg,15.868649102618226,269581.65158499306,16.104200414094823,232.20184326171875,17264
2015-05-01,2015,5,Johannesburg,17.27545042840917,293480.83937383303,17.360755444345482,225.3484649658203,17264
2015-06-01,2015,6,Johannesburg,17.213121877519665,292421.9821528413,17.628828692060466,232.25808715820312,17264
2015-07-01,2015,7,Johannesburg,16.21524542597551,275469.7400214893,16.101108428218993,238.00828552246094,17264
2015-08-01,2015,8,Johannesburg,16.7262322819699,284150.5470445939,16.166220503665944,253.17848205566406,17264
2015-09-01,2015,9,Johannesburg,15.656725942847023,265981.4336300315,14.741324215131751,204.16854858398438,17264
2015-10-01,2015,10,Johannesburg,16.038581461337706,272468.5164734335,14.50166846615395,198.55662536621094,17264
2015-11-01,2015,11,Johannesburg,16.47942365698731,279957.6837253559,16.819367098923895,334.9737854003906,17264
2015-12-01,2015,12,Johannesburg,15.031456322048365,255359.15469684787,15.365278915655416,163.72866821289062,17264
2016-01-01,2016,1,Johannesburg,15.012569348280223,255038.296787083,14.979345149421654,207.24313354492188,17264
2016-02-01,2016,2,Johannesburg,14.293271729583866,242818.6403578963,13.973785575837281,261.14569091796875,17264
2016-03-01,2016,3,Johannesburg,15.15531424467306,257463.29242950102,14.986409991313291,250.42535400390625,17264
2016-04-01,2016,4,Johannesburg,16.556141843826424,281260.9966526851,15.195820533704222,142.18890380859375,17264
2016-05-01,2016,5,Johannesburg,17.136797267809943,291125.3554388048,16.88976569666414,193.03700256347656,17264
2016-06-01,2016,6,Johannesburg,16.629049026439915,282499.56702967524,16.76682986564686,217.5198211669922,17264
2016-07-01,2016,7,Johannesburg,16.81776192346133,285705.4816683717,17.2264453312302,279.14471435546875,17264
2016-08-01,2016,8,Johannesburg,18.025402569191154,306221.2645615292,18.11893101475817,238.31602478027344,17264
2016-09-01,2016,9,Johannesburg,17.049827792916293,289647.8903737135,16.16601264634175,181.9210968017578,17264
2016-10-01,2016,10,Johannesburg,16.7075196825719,283832.6514620185,16.509996015251623,167.8142852783203,17264
2016-11-01,2016,11,Johannesburg,16.329029008117928,277402.7316579449,16.02073068793143,186.65301513671875,17264
2016-12-01,2016,12,Johannesburg,15.900899973428416,270129.53962271084,15.54356334325441,160.47857666015625,17264
2017-01-01,2017,1,Johannesburg,15.019038120328892,255148.1903414322,14.940188989985973,169.52781677246094,17264
2017-02-01,2017,2,Johannesburg,15.707785833135643,266848.85526527854,13.710125722265031,136.48036193847656,17264
2017-03-01,2017,3,Johannesburg,16.008530876077344,271958.0075855505,15.510463661287835,179.33587646484375,17264
2017-04-01,2017,4,Johannesburg,16.74441976185163,284459.52173002425,15.08787567780944,145.24623107910156,17264
2017-05-01,2017,5,Johannesburg,17.136840941630222,291126.0973835365,16.521950196499937,147.09490966796875,17264
2017-06-01,2017,6,Johannesburg,17.859518564824647,303403.1744027849,16.96194078245609,148.45335388183594,17264
2017-07-01,2017,7,Johannesburg,17.345763552843415,294675.3410664792,17.008124608754773,207.31813049316406,17264
2017-08-01,2017,8,Johannesburg,18.157501343390926,308465.40049842204,17.445891280625204,302.0670471191406,17264
2017-09-01,2017,9,Johannesburg,16.435812812572205,279216.8088475756,14.231789993433498,125.05829620361328,17264
2017-10-01,2017,10,Johannesburg,15.452414289470646,262510.5223634778,14.902487943190494,157.1300048828125,17264
2017-11-01,2017,11,Johannesburg,16.461330508848302,279650.3115775351,15.670683566801126,138.8000030517578,17264
2017-12-01,2017,12,Johannesburg,14.77283949386836,250965.6898708511,14.415695267308823,153.60000610351562,17264
2018-01-01,2018,1,Johannesburg,16.455614338317144,279553.20345682703,15.14047270627222,187.52999877929688,17264
2018-02-01,2018,2,Johannesburg,14.646845721192953,248825.26763909,13.813542038006501,148.8800048828125,17264
2018-03-01,2018,3,Johannesburg,15.519631892513463,263652.4363554431,14.379327577059005,134.42999267578125,17264
2018-04-01,2018,4,Johannesburg,15.9609275994294,271149.3080008144,15.09668175459478,142.6699981689453,17264
2018-05-01,2018,5,Johannesburg,17.171379523306292,291712.8497801285,15.922916554795883,153.30999755859375,17264
2018-06-01,2018,6,Johannesburg,16.81238336062426,285614.1089344109,16.290417227145916,171.0500030517578,17264
2018-07-01,2018,7,Johannesburg,16.460436431116804,279635.1227010313,15.71359797190696,164.49000549316406,17264
2018-08-01,2018,8,Johannesburg,15.1201385242224,256865.71611702105,13.444529020125264,139.75999450683594,17264
2018-09-01,2018,9,Johannesburg,17.6091302327627,299149.49788259924,16.176236989226847,142.3800048828125,17264
2018-10-01,2018,10,Johannesburg,15.947457555329382,270920.4746129234,14.456061269663548,130.2899932861328,17264
2018-11-01,2018,11,Johannesburg,16.708230341844065,283844.72436747287,14.953808324855691,149.8300018310547,17264
2018-12-01,2018,12,Johannesburg,13.969140859428448,237312.2021764785,13.99321126780471,153.0800018310547,17264
2019-01-01,2019,1,Johannesburg,15.374365431031338,261184.6035643205,14.603511672972465,137.07000732421875,17264
2019-02-01,2019,2,Johannesburg,15.915697961164817,270380.9325389141,14.701029163803772,142.38999938964844,17264
2019-03-01,2019,3,Johannesburg,14.818668939753621,251744.25505513864,13.786042788937394,137.38999938964844,17264
2019-04-01,2019,4,Johannesburg,15.76045261641884,267743.5753091423,14.529372273035,138.9499969482422,17264
2019-05-01,2019,5,Johannesburg,16.783010346934425,285115.1108475966,15.527434532553553,138.2899932861328,17264
2019-06-01,2019,6,Johannesburg,17.60541976513168,299086.46327986434,16.53073952214447,165.30999755859375,17264
2019-07-01,2019,7,Johannesburg,17.07777688378508,290122.698407339,16.161683299456968,153.44000244140625,17264
2019-08-01,2019,8,Johannesburg,17.446604296587847,296388.45565297524,15.457164520414421,315.4700012207031,17264
2019-09-01,2019,9,Johannesburg,16.706733072056455,283819.2882727176,14.818329649338986,141.8699951171875,17264
2019-10-01,2019,10,Johannesburg,16.470414890984916,279804.63994689914,14.355207241656112,144.5800018310547,17264
2019-11-01,2019,11,Johannesburg,14.822346254680687,251806.7264492079,13.67492114651563,133.1999969482422,17264
2019-12-01,2019,12,Johannesburg,17.71685613048643,300979.5796519446,15.94242408094468,166.6300048828125,17264
2020-01-01,2020,1,Johannesburg,14.17973610150541,240889.86104384117,12.860711161080207,118.11000061035156,17264
2020-02-01,2020,2,Johannesburg,15.03139168977616,255358.0567032774,12.725242328950019,110.37000274658203,17264
2020-03-01,2020,3,Johannesburg,15.84329585138293,269150.9424996222,13.868548841033425,131.75,17264
2020-04-01,2020,4,Johannesburg,15.6942557363427,266619.00168316456,13.90617781094729,130.83999633789062,17264
2020-05-01,2020,5,Johannesburg,15.465230501406552,262728.248242877,14.010434172858835,135.61000061035156,17264
2020-06-01,2020,6,Johannesburg,16.180058489587967,274871.9731691109,14.915896909523571,134.88999938964844,17264
2020-07-01,2020,7,Johannesburg,16.062559923571634,272875.8702065515,14.466785808451574,138.14999389648438,17264
2020-08-01,2020,8,Johannesburg,16.884478291011657,286838.88051257463,14.615182712226344,125.8499984741211,17264
2020-09-01,2020,9,Johannesburg,13.59594996266825,230972.3166793255,11.679603980705625,137.24000549316406,17264
2020-10-01,2020,10,Johannesburg,14.65780455561938,249011.43979936765,12.48164457233864,124.12999725341797,17264
2020-11-01,2020,11,Johannesburg,14.493526370876777,246220.6298144781,12.326958716544738,129.25999450683594,17264
2020-12-01,2020,12,Johannesburg,17.798526288690653,302367.01824180345,15.39318050435386,126.5999984741211,17264
2021-01-01,2021,1,Johannesburg,13.857255603392113,235411.45990691075,11.770565066076193,136.3699951171875,17264
2021-02-01,2021,2,Johannesburg,12.89404522878371,219048.13610212068,11.02383908312528,125.01000213623047,17264
2021-03-01,2021,3,Johannesburg,14.328252170121958,243412.89919319146,13.136459085561642,147.55999755859375,17264
2021-04-01,2021,4,Johannesburg,14.651834456658955,248910.01786184357,13.169326337385815,124.55000305175781,17264
2021-05-01,2021,5,Johannesburg,15.852229286609921,269302.7065349377,14.270770665403193,144.4600067138672,17264
2021-06-01,2021,6,Johannesburg,14.59267718986772,247905.03542246227,12.540804937112858,112.62000274658203,17264
2021-07-01,2021,7,Johannesburg,15.406965539167047,261738.4245566584,13.49391321458095,124.25,17264
2021-08-01,2021,8,Johannesburg,16.039934977537463,272491.51043657545,13.427836950734717,128.25999450683594,17264
2021-09-01,2021,9,Johannesburg,16.132269009004194,274060.1102927658,13.412774539142447,136.57000732421875,17264
2021-10-01,2021,10,Johannesburg,13.348315781234618,226765.42854486158,11.609819368842802,112.29000091552734,17264
2021-11-01,2021,11,Johannesburg,13.72156144353368,233106.2444163849,12.502390384418954,135.86000061035156,17264
2021-12-01,2021,12,Johannesburg,13.96441605226076,237231.9356514927,12.391038560607686,99.31999969482422,17264
2022-01-01,2022,1,Johannesburg,12.890240546500767,218983.5009509519,10.539351766800719,92.04000091552734,17264
2022-02-01,2022,2,Johannesburg,12.391812735756329,210516.05097789728,10.773285069005027,113.77999877929688,17264
2022-03-01,2022,3,Johannesburg,13.547490948442274,230149.07955279129,11.62077179751477,103.02999877929688,17264
2022-04-01,2022,4,Johannesburg,13.870259928552075,235632.3815135138,12.28713733837782,128.38999938964844,17264
2022-05-01,2022,5,Johannesburg,14.526568382445893,246781.95800271202,12.97239349742434,133.0399932861328,17264
2022-06-01,2022,6,Johannesburg,15.661845619029023,266068.40831526136,13.830931277851219,133.1300048828125,17264
2022-07-01,2022,7,Johannesburg,13.473500746814459,228892.11050476806,13.43141085485428,167.07000732421875,17264
2022-08-01,2022,8,Johannesburg,13.974621973236374,237405.31707890722,12.251617421169671,207.2899932861328,17264
2022-09-01,2022,9,Johannesburg,11.705931913582043,198864.08970277465,9.873793810917247,123.63999938964844,17264
2022-10-01,2022,10,Johannesburg,13.481794467566825,229033.00686738524,11.1344993772557,143.74000549316406,17264
2022-11-01,2022,11,Johannesburg,13.086694638868426,222320.92547515832,11.161626978882945,128.44000244140625,17264
2022-12-01,2022,12,Johannesburg,11.790929049785015,200308.04805168108,10.224211137878985,109.23999786376953,17264
2023-01-01,2023,1,Johannesburg,12.89567019607425,219075.74156261844,11.321793890339857,125.81999969482422,17264
2023-02-01,2023,2,Johannesburg,11.25982301751417,191285.4500711949,10.42514355874009,124.58000183105469,17264
2023-03-01,2023,3,Johannesburg,13.589754765121171,230867.07069550946,11.861858715992547,131.2899932861328,17264
2023-04-01,2023,4,Johannesburg,12.54372096948571,213096.71630569565,11.611223480024814,127.54000091552734,17264
2023-05-01,2023,5,Johannesburg,13.203394854561758,224303.46580883692,12.419930366149577,127.80000305175781,17264
2023-06-01,2023,6,Johannesburg,14.8929444473697,253006.0709719171,13.362431621724532,134.47999572753906,17264
2023-07-01,2023,7,Johannesburg,12.69816733390436,215720.5002038731,11.411340514680239,120.44999694824219,17264
2023-08-01,2023,8,Johannesburg,15.028067040343723,255301.57650265403,13.091407245949508,128.99000549316406,17264
2023-09-01,2023,9,Johannesburg,11.77254337374317,199995.70634692628,10.181859181264711,147.0800018310547,17264
2023-10-01,2023,10,Johannesburg,12.754095165079754,216670.61996519176,11.066345782101024,116.41000366210938,17264
2023-11-01,2023,11,Johannesburg,12.537165927561691,212985.35717130065,11.514232152602998,113.86000061035156,17264
2023-12-01,2023,12,Johannesburg,13.109649660841663,222710.89268003489,11.504896309369451,105.70999908447266,17264
